SMILES_ID,DS0,DS1,DS2,DS3,DS4,DS5,DS6,DS7,DS8,DS9,DS10,DS11,DS12,DS13,DS14,DS15,DS16,DS17,DS18,DS19,DS20,DS21,DS22,DS23,DS24,DS25,DS26,DS27,DS28,DS29,DS30,DS31,DS32,DS33,DS34,DS35,DS36,DS37,DS38,DS39,DS40,DS41,DS42,DS43,DS44,DS45,DS46,DS47,DS48,DS49,DS50,DS51,DS52,DS53,DS54,DS55,DS56,DS57,DS58,DS59,DS60,DS61,DS62,DS63,DS64,DS65,DS66,DS67,DS68,DS69,DS70,DS71,DS72,DS73,DS74,DS75,DS76,DS77,DS78,DS79,DS80,DS81,DS82,DS83,DS84,DS85,DS86,DS87,DS88,DS89,DS90,DS91,DS92,DS93,DS94,DS95,DS96,DS97,DS98,DS99,DS100,DS101,DS102,DS103,DS104,DS105,DS106,DS107,DS108,DS109,DS110,DS111,DS112,DS113,DS114,DS115,DS116,DS117,DS118,DS119,DS120,DS121,DS122,DS123,DS124,DS125,DS126,DS127,DS128,DS129,DS130,DS131,DS132,DS133,DS134,DS135,DS136,DS137,DS138,DS139,DS140,DS141,DS142,DS143,DS144,DS145,DS146,DS147,DS148,DS149,DS150,DS151,DS152,DS153,DS154,DS155,DS156,DS157,DS158,DS159,DS160,DS161,DS162,DS163,DS164,DS165,DS166,DS167,DS168,DS169,DS170,DS171,DS172,DS173,DS174,DS175,DS176,DS177,DS178,DS179,DS180,DS181,DS182,DS183,DS184,DS185,DS186,DS187,DS188,DS189,DS190,DS191,DS192,DS193,DS194,DS195,DS196,DS197,DS198,DS199
189,11.81463679,-3.775452216,11.81463679,0.082168079,0.800819443,270.354,252.21,270.1038134,100,0,0.32819354,-0.337319865,0.337319865,0.32819354,1.222222222,1.833333333,2.388888889,2.644491193,494.5587374,13.59601184,10.56371458,11.38021116,8.453525588,5.827733146,7.310896393,4.028005621,5.710407862,2.374233453,3.721125565,1.313163987,2.241644068,-1.56,7718.450779,14.50082725,6.393460366,4.36680026,107.6430782,5.316788604,0,0,0,10.02329115,6.031114512,0,17.93442903,0,0,31.04074445,25.47729296,6.544756406,4.895483476,13.21233417,16.05440567,0,10.03888347,0,31.58460112,6.544756406,29.82891977,0,0,10.03888347,4.794537184,0,0,20.9936679,10.02329115,6.9237372,25.32883194,29.16095175,0,0,0,75.27,16.05440567,13.21233417,0,4.895483476,6.544756406,18.40509474,12.13273414,12.13273414,18.56956926,5.316788604,0,25.60236694,0,11.45453281,2.491615725,0.959580857,0,5.615910651,1.752967698,4.315144202,-3.775452216,0.416666667,18,2,5,0,0,0,1,0,1,3,2,6,5,0,0,0,1,1.78302,69.8072,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
190,13.31968065,-1.154429373,13.31968065,0.000631758,0.130431591,537.643,502.363,537.2369528,204,0,0.352962451,-0.476539137,0.476539137,0.352962451,1.27027027,1.972972973,2.594594595,1.371776345,1044.602291,27.17891561,21.16331614,21.97981272,17.39966236,12.39262449,13.2722773,10.28129822,11.62349355,7.669903284,9.163825988,5.910322646,7.508993129,-2.84,115958804.7,27.20166546,10.49692663,5.138044352,218.8171829,36.79699781,12.24179572,5.959554569,17.72153919,0,5.969305288,19.28352128,9.786941917,0,11.76188495,6.9237372,26.81305243,41.74909064,24.10555409,29.39120353,41.41228399,0,20.0165178,28.29555178,56.16854455,33.22669761,10.60217583,0,0,16.78412356,0,0,11.76188495,117.2693075,19.17814874,11.83581209,26.68911765,15.59458056,0,0,0,194.89,17.99117772,29.39120353,0,65.21625604,37.38104898,0,16.66179468,11.82364693,18.87131891,10.30919334,11.46733495,0,1.42782808,59.35391222,22.741643,10.51237738,-2.818865427,-0.890266981,0.325048788,4.808202438,1.873453843,0.695652174,37,7,13,0,4,4,0,0,0,8,5,14,8,0,3,3,4,-2.0635,135.8491,1,1,1,0,0,0,0,0,1,1,4,3,0,0,1,4,1,2,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
191,10.91137941,-0.776816431,10.91137941,0.046420173,0.807893146,327.424,302.224,327.1834437,128,0,0.115098123,-0.507966618,0.507966618,0.115098123,0.958333333,1.541666667,2.125,1.643711571,648.3439957,17.15648977,13.96813447,13.96813447,11.49381905,8.484583233,8.484583233,6.710551679,6.710551679,5.203846882,5.203846882,3.487975742,3.487975742,-1.88,317156.7845,16.95970694,6.931717457,3.458001322,142.544738,15.31958218,5.749511833,0,0,0,0,4.899909731,0,0,0,42.46456948,43.02501757,19.13135364,11.7050172,15.31958218,0,0,4.899909731,0,37.51223847,13.08951281,65.7242066,0,5.749511833,0,0,5.749511833,0,39.35084556,5.601050811,0,36.99624982,54.59730362,0,0,0,63.93,11.7050172,15.31958218,0,11.79135266,12.84164325,24.2164158,0,24.26546827,37.25557254,4.899909731,0,0,0,2.21719624,30.8767014,0.987610133,0.198611844,16.46087554,0.695687096,3.47998441,0,0.4,24,3,4,0,1,1,2,0,2,4,3,4,4,0,1,1,3,2.7977,93.6744,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,11.70027416,-0.670648148,11.70027416,0.264560658,0.570527692,267.245,254.141,267.0967539,102,0,0.329958489,-0.393665565,0.393665565,0.329958489,1.684210526,2.421052632,3.052631579,2.296991417,615.5716312,13.99119935,10.18442749,10.18442749,9.062080608,5.690837384,5.690837384,4.29838037,4.29838037,3.040184297,3.040184297,2.038097538,2.038097538,-2.18,22562.15968,13.25633744,5.21183203,2.492097512,106.9755645,9.843390349,6.227901171,0,0,5.559266895,5.689743398,14.34561535,4.794537184,0,5.392851322,5.425791397,6.9237372,18.18111669,23.83766442,9.843390349,0,5.392851322,9.551078169,0,31.71826721,6.606881965,43.10914636,0,0,11.24901029,0,0,0,33.41029474,4.736862954,12.31658852,18.21217429,15.78591794,0,10.51076664,0,126.57,29.62271868,9.589074368,0,13.02770359,5.563451492,0,10.76394322,6.9237372,0,15.49474516,15.23624167,6.692031368,0,25.14778654,20.26606298,2.848423485,0,-0.542468348,0.328801493,1.259362481,0,0.6,19,2,9,0,1,1,0,1,1,6,2,9,3,0,1,1,2,-0.3648,63.9035,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,12.26127257,0.070988704,12.26127257,0.070988704,0.744697159,307.397,286.229,307.1684623,118,0,0.227588577,-0.34848476,0.34848476,0.227588577,1.043478261,1.695652174,2.347826087,2.190011179,860.2021522,16.56011345,13.99844774,13.99844774,10.9523975,7.702616938,7.702616938,6.1727229,6.1727229,4.007823472,4.007823472,2.612428052,2.612428052,-2.62,190014.9731,15.28239993,5.875869234,2.972204731,135.9373142,9.300604337,5.647177221,0,5.907179729,0,0,4.794537184,4.983978521,0,0,35.89528683,25.47729296,25.85563903,17.80867761,4.794537184,11.55435695,0,14.28458286,0,20.26829602,14.09534397,59.41587696,0,11.25737949,0,0,0,0,34.28710655,11.21535881,13.8474744,16.82083098,42.59504598,0,16.90455671,0,37.61,0,4.794537184,0,5.907179729,6.420821623,28.16193619,5.563451492,18.9952537,29.65400951,31.18920547,4.983978521,2.033654573,0,18.63873908,0,6.075442649,0.070988704,12.30649712,2.374133362,4.106974023,3.56023715,0.263157895,23,0,4,0,0,0,1,2,3,3,0,4,3,0,0,0,3,3.24884,92.5,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,11.15416997,-0.83531587,11.15416997,0.003911092,0.836215851,340.423,316.231,340.1786926,132,0,0.119124446,-0.49674294,0.49674294,0.119124446,1.44,2.28,2.96,1.691689696,808.6278895,17.60408353,14.428789,14.428789,12.0529919,8.762585862,8.762585862,7.18257213,7.18257213,5.94215087,5.94215087,4.449232207,4.449232207,-1.95,690984.7057,16.51477503,6.091268639,2.630467253,147.10766,14.94991774,5.749511833,0,0,0,0,9.883888252,0,0,6.578935684,6.076020107,55.13322546,24.16966502,24.33151546,14.94991774,10.90292493,0,9.883888252,5.917906046,30.58850127,20.19931035,48.68071913,0,5.749511833,4.736862954,0,5.749511833,0,51.93914503,0,5.917906046,24.50906113,43.11726764,0,10.90292493,0,65.82,11.7050172,10.21305479,0,11.95974688,6.544756406,41.60228791,0,19.38266122,24.26546827,16.46282394,4.736862954,5.329743878,0,6.588814642,22.77961029,0.872562151,0.900686121,7.596123267,4.478405239,5.236243098,1.634477982,0.45,25,2,5,0,3,3,1,1,2,5,2,5,4,0,3,3,5,2.2881,96.4866,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,10.85312741,-0.163888626,10.85312741,0.095886243,0.56828592,208.213,196.117,208.0735589,80,0,0.305709582,-0.504259893,0.504259893,0.305709582,1.333333333,2.133333333,2.733333333,2.045055663,386.1743533,10.83649881,8.141645192,8.141645192,7.147867046,4.85280138,4.85280138,3.677734026,3.677734026,2.471747803,2.471747803,1.685185783,1.685185783,-1.71,3432.308263,9.830243805,3.805184094,2.205604315,87.11381737,14.94991774,6.103966388,11.49902367,0,0,5.969305288,4.794537184,0,0,0,6.066367068,24.11700725,12.84164325,0,19.74445493,5.969305288,0,0,0,25.36643126,0,23.7625527,0,11.49902367,0,0,11.49902367,0,22.28632647,15.95222176,0,18.40509474,18.19910121,0,0,0,66.76,0,9.901064579,0,23.57229534,12.84164325,11.98427311,12.13273414,6.066367068,0,0,9.843390349,5.052285762,0,10.85312741,18.37951371,0.851851852,-0.442601437,4.629105726,1.676716978,0,0,0.363636364,15,2,4,0,1,1,1,0,1,4,2,4,2,0,1,1,2,1.3459,52.5896,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,11.80578609,-0.637314815,11.80578609,0.469212963,0.758119485,254.289,240.177,254.1055277,96,0,0.323402141,-0.38798931,0.38798931,0.323402141,1.105263158,1.736842105,2.473684211,2.284790056,639.5476303,13.40541292,10.28328495,10.28328495,9.18154055,6.126995917,6.126995917,4.581097843,4.581097843,3.402824408,3.402824408,2.559989322,2.559989322,-2.33,29788.97114,11.74315942,4.404644944,1.860722566,110.6329727,10.84019487,0,0,0,0,6.031114512,4.899909731,4.794537184,0,0,36.39820241,17.69618563,11.98427311,17.47873894,9.901064579,17.40588706,0,0,5.733667477,12.52478801,4.899909731,59.65783953,0,0,10.63357721,16.16930973,0,0,11.13764191,6.420821623,0,17.23086937,48.53093655,0,0,0,66.56,12.1350809,9.901064579,0,0,12.1082079,16.81428926,4.899909731,6.066367068,42.46456948,0,5.733667477,0,0,13.26499906,10.30889267,8.52539966,0,14.23547714,-0.168101852,0,0,0.133333333,19,3,4,0,1,1,2,0,2,2,2,4,0,0,0,0,3,2.4929,73.2702,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
197,14.43078638,-2.012312954,14.43078638,0.07423554,0.121871056,835.008,772.512,834.4415088,328,0,0.312109195,-0.506735678,0.506735678,0.312109195,0.866666667,1.5,2.15,1.464856436,2069.127363,43.7914353,35.8832721,35.8832721,28.40951682,21.03024737,21.03024737,17.20664363,17.20664363,13.25408496,13.25408496,9.082112597,9.082112597,-4.67,1.10963E+13,44.87179363,18.12580073,8.467304238,351.1579784,50.16654183,17.2485355,5.749511833,0,11.69042468,5.787111153,19.49789662,0,5.101407526,0,58.76465237,32.76513775,86.44880561,59.09306005,54.4388276,34.36485996,0,9.908822255,28.77303171,110.3942644,38.60561177,52.82961988,0,22.99804733,10.05365156,5.687386275,22.99804733,0,127.9866526,14.26826309,30.59536138,88.71060135,41.24067293,0,10.77244843,0,214.08,82.81356106,40.22823874,0,44.47280554,19.13135364,13.08951281,71.26927967,46.77072621,5.008912524,15.31810586,14.21058886,17.75877351,0,30.695545,78.37679028,-0.232781718,-7.524469108,0.561071183,9.707471482,14.12883209,1.445433945,0.577777778,60,7,15,1,4,5,2,0,2,14,7,15,4,1,1,2,7,5.07742,227.264,0,3,3,0,0,0,0,3,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,14,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,14.79861395,-1.455019558,14.79861395,0.076730547,0.724250607,385.37,368.234,385.1237978,144,0,0.340737216,-0.477496861,0.477496861,0.340737216,1.035714286,1.75,2.428571429,2.050119371,1137.479459,19.83613434,14.78394532,14.78394532,13.46923425,8.7991271,8.7991271,6.556282013,6.556282013,4.872213393,4.872213393,3.481159798,3.481159798,-3.26,2613181.871,18.11958352,7.046228876,3.011473898,158.1767054,19.89032538,17.19789317,0,5.428790392,0,5.969305288,4.794537184,13.57536728,0,0,12.13273414,24.26546827,37.76209341,16.89147327,18.68189467,22.55961649,0,9.883888252,0,0,31.07893535,70.01626673,0,5.687386275,15.64548873,14.46821637,0,0,41.82195795,0,11.63444168,10.35798868,47.38958317,0,16.59031121,0,74.57,28.59598885,23.47643186,0,16.59031121,31.8664119,12.26321064,28.83256792,6.066367068,4.899909731,5.316788604,0,30.52284817,0,25.9569284,12.4466496,-0.740378139,-2.657836546,8.337774208,1.088152085,2.545862223,0,0.2,28,2,6,0,1,1,2,1,3,5,2,8,3,0,1,1,4,2.3767,101.503,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,14.79752084,-1.427182729,14.79752084,0.068939201,0.724250607,385.37,368.234,385.1237978,144,0,0.340737201,-0.477496861,0.477496861,0.340737201,1.107142857,1.857142857,2.535714286,2.030786784,1137.479459,19.83613434,14.78394532,14.78394532,13.4523975,8.793144035,8.793144035,6.584741563,6.584741563,4.846595226,4.846595226,3.47434083,3.47434083,-3.26,2534767.713,18.11958352,7.046228876,3.114882405,158.1767054,19.89032538,17.19789317,0,5.428790392,0,5.969305288,4.794537184,13.57536728,0,0,6.066367068,30.33183534,43.44947968,11.20408699,18.68189467,22.55961649,0,9.883888252,0,0,31.07893535,70.01626673,0,5.687386275,15.64548873,14.46821637,0,0,41.82195795,0,11.63444168,10.35798868,47.38958317,0,16.59031121,0,74.57,28.59598885,23.47643186,0,5.386224214,43.07049889,12.26321064,28.83256792,6.066367068,4.899909731,5.316788604,0,29.96758355,0,25.9783798,12.50089559,-0.310622848,-2.533204902,8.147815359,1.153985418,2.595168034,0,0.2,28,2,6,0,1,1,2,1,3,5,2,8,3,0,1,1,4,2.3767,101.503,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200,9.34079932,-0.009837963,9.34079932,0.009837963,0.71962049,180.247,164.119,180.1150298,72,0,0.122352356,-0.507951236,0.507951236,0.122352356,1.230769231,1.846153846,2.307692308,3.23995308,297.4488555,10.06047793,8.587512694,8.587512694,5.947706971,4.324013105,4.324013105,4.134586507,4.134586507,1.991073939,1.991073939,1.28207569,1.28207569,-1.18,609.8825262,9.904602369,3.285752424,2.142679087,79.16389267,9.843390349,11.49902367,0,0,0,0,0,0,0,0,20.7712116,23.61409167,5.563451492,7.109797541,9.843390349,0,0,0,0,26.18620207,7.109797541,23.7625527,0,11.49902367,4.736862954,0,11.49902367,0,12.21632494,5.414990469,0,26.33466309,18.19910121,0,0,0,29.46,0,5.106527395,0,11.1645023,0,11.31296332,0,25.30889875,0,20.7712116,4.736862954,5.215717593,0,0,9.34079932,1.013310185,1.107430556,5.169467593,0,6.262777778,1.640496977,0.454545455,13,1,2,0,0,0,1,0,1,2,1,2,1,0,0,0,1,2.6983,53.3588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,14.79673895,-1.408008084,14.79673895,0.041102372,0.724250607,385.37,368.234,385.1237978,144,0,0.340737201,-0.477496861,0.477496861,0.340737201,1.071428571,1.75,2.392857143,2.013164856,1120.229459,19.83613434,14.78394532,14.78394532,13.4523975,8.793144035,8.793144035,6.581287239,6.581287239,4.865020709,4.865020709,3.450063658,3.450063658,-3.26,2578794.768,18.11958352,7.046228876,3.114882405,158.1767054,19.89032538,17.19789317,0,5.428790392,0,5.969305288,4.794537184,13.57536728,0,0,0,36.39820241,43.44947968,11.20408699,18.68189467,22.55961649,0,9.883888252,0,0,31.07893535,70.01626673,0,5.687386275,15.64548873,14.46821637,0,0,41.82195795,0,11.63444168,10.35798868,47.38958317,0,16.59031121,0,74.57,28.59598885,23.47643186,0,5.386224214,43.07049889,6.066367068,35.02941149,6.066367068,4.899909731,5.316788604,0,29.60595596,0,25.99386591,12.53754073,-0.075540281,-2.435967601,8.047846806,1.194129031,2.632169445,0,0.2,28,2,6,0,1,1,2,1,3,5,2,8,3,0,1,1,4,2.3767,101.503,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202,14.88194728,-4.725357939,14.88194728,0.012377173,0.618245324,435.377,418.241,435.1206043,162,0,0.41792157,-0.477496861,0.477496861,0.41792157,1.064516129,1.741935484,2.387096774,2.075587522,1230.992663,22.33613434,16.03987427,16.03987427,14.68055912,9.427091573,9.427091573,7.119778586,7.119778586,5.229211041,5.229211041,3.757481048,3.757481048,-3.4,8207318.846,20.85592721,7.693919921,3.740625,172.8727183,19.89032538,11.38067233,0,5.428790392,0,12.14560381,4.794537184,9.184952232,13.17124514,0,12.13273414,24.26546827,37.76209341,22.45492476,27.46272477,22.55961649,0,9.883888252,0,6.176298517,31.07893535,69.76249738,0,5.687386275,15.64548873,23.24904647,0,0,41.82195795,6.176298517,5.817220841,15.92144017,47.38958317,0,16.59031121,0,74.57,34.51851802,32.25726195,0,22.27769748,26.17902562,22.89667736,24.26546827,4.899909731,0,5.316788604,0,56.79659685,0,25.97703835,12.21899096,-2.964025573,-2.359791948,6.813182372,-3.867205854,2.13521484,0,0.238095238,31,2,6,0,1,1,2,1,3,5,2,10,3,0,1,1,4,3.2564,106.547,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203,14.85252407,-4.532776492,14.85252407,0.170201523,0.618245324,435.377,418.241,435.1206043,162,0,0.415912069,-0.477496861,0.477496861,0.415912069,1.064516129,1.709677419,2.290322581,1.963143061,1213.742663,22.33613434,16.03987427,16.03987427,14.66372236,9.421108508,9.421108508,7.149503552,7.149503552,5.233026053,5.233026053,3.659385149,3.659385149,-3.4,8174276.064,20.85592721,7.693919921,3.857330177,172.8727183,19.89032538,11.38067233,0,5.428790392,0,12.14560381,4.794537184,9.184952232,13.17124514,0,0,36.39820241,43.44947968,16.76753848,27.46272477,22.55961649,0,9.883888252,0,6.176298517,31.07893535,69.76249738,0,5.687386275,15.64548873,23.24904647,0,0,41.82195795,6.176298517,5.817220841,15.92144017,47.38958317,0,16.59031121,0,74.57,34.51851802,32.25726195,0,22.27769748,26.17902562,24.39594478,22.76620085,4.899909731,0,5.316788604,0,54.91858841,0,25.99801881,12.38211196,-1.702825234,-2.187815379,6.488176667,-3.482142359,2.335887129,0,0.238095238,31,2,6,0,1,1,2,1,3,5,2,10,3,0,1,1,4,3.2564,106.547,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
204,11.09743103,-1.06111867,11.09743103,0.112619992,0.795766236,240.255,224.127,240.0997736,94,0,0.339047517,-0.481220495,0.481220495,0.339047517,1.176470588,1.823529412,2.294117647,3.047734372,430.3495422,12.99963552,9.947599187,9.947599187,7.968432913,5.531477129,5.531477129,3.897305851,3.897305851,2.575351648,2.575351648,1.766596379,1.766596379,-1.78,5303.504525,13.28570302,5.519144282,3.088706439,99.056781,14.63020573,17.08394633,0,0,0,11.93861058,4.794537184,4.794537184,0,0,6.9237372,13.34455882,18.40509474,6.420821623,24.21928009,11.93861058,0,0,0,39.53076089,0,22.64739782,0,0,0,0,0,0,22.15166537,17.63618043,6.9237372,47.20731545,4.417150937,0,0,0,87.74,11.93861058,9.589074368,0,24.16534216,17.74452053,6.420821623,0,6.9237372,6.9237372,0,14.63020573,5.453518519,0,21.57955963,17.68052036,0.730961829,-1.11799632,0,1.505245024,3.668190954,0,0.5,17,2,5,0,0,0,0,1,1,3,2,5,6,0,0,0,1,2.25592,60.3561,1,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,14.87268802,-1.332570579,14.87268802,0.055127315,0.729424855,381.407,361.247,381.1488697,144,0,0.340737202,-0.477496861,0.477496861,0.340737202,1.142857143,1.857142857,2.535714286,2.050119371,1133.679355,19.83613434,15.40598085,15.40598085,13.46923425,9.110144863,9.110144863,6.891357085,6.891357085,5.135214762,5.135214762,3.667776552,3.667776552,-3.19,2613181.871,18.18626761,7.086791096,3.033115941,160.3761121,19.89032538,11.38067233,0,5.428790392,0,5.969305288,4.794537184,9.184952232,0,0,18.19910121,30.6862899,43.44947968,11.20408699,14.29147963,22.55961649,0,9.883888252,0,6.9237372,31.07893535,69.76249738,0,5.687386275,15.64548873,10.07780132,0,0,41.82195795,0,12.74095804,15.92144017,47.38958317,0,16.59031121,0,74.57,17.21531652,19.08601681,0,10.94967571,24.2935998,30.40671765,6.196843572,10.63346672,36.0891152,5.316788604,0,16.54000591,0,26.2381784,12.75665304,1.491589506,-1.855373919,10.28355652,1.328152085,4.717238464,0,0.238095238,28,2,6,0,1,1,2,1,3,5,2,7,3,0,1,1,4,2.54602,106.282,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,10.33224301,-1.164351852,10.33224301,0.13962963,0.517606026,153.137,146.081,153.0425931,58,0,0.338971813,-0.506972091,0.506972091,0.338971813,1.454545455,2.090909091,2.545454545,3.196069662,295.7372023,8.43072142,5.612076558,5.612076558,5.109060905,2.928046747,2.928046747,2.081739011,2.081739011,1.252196825,1.252196825,0.729519121,0.729519121,-1.71,252.1073814,7.397642626,2.494362825,1.402945662,62.88622554,15.94672227,11.31296332,0,0,0,5.969305288,0,4.794537184,0,0,0,12.13273414,11.75375334,0,15.00759197,11.65669156,0,0,0,0,5.733667477,23.7625527,0,5.749511833,5.733667477,5.687386275,5.749511833,0,16.18236008,0,0,10.35798868,18.19910121,0,0,0,83.55,5.969305288,4.794537184,0,11.31296332,5.687386275,0,18.19910121,0,0,0,15.94672227,0,0,10.33224301,17.45664966,5.475366591,-1.472222222,3.87462963,0,0,0,0,11,4,4,0,0,0,1,0,1,3,3,4,1,0,0,0,1,0.6726,39.4785,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
